Text,Sentiment
ผมคิดว่าวิชานี้ควรเป็นการเรียนแบบทฤษฎีมากกว่าครับ การพรีเซ้นท์นั่นดีครับ ฝึกไปใช้ในการทำงานจริงได้ แต่พรีทุกอาทิตย์มันเหนื่อยครับ งานกลุ่มทำกันจริงๆ 1-2 คนเองครับ แนะนำว่าให้ตัวใครตัวมันดีกว่าครับ จะได้ตั้งใจกันมากกว่านี้ครับ แบบนี้บางคนเอาเปรียบเกินไปครับ 10 เปเปอร์ บางคนไม่ทำ คนที่ทำก็ต้องรับจบไป เหนื่อยใจครับ เข้าใจว่าฝึกความอดทน แต่ผมคิดว่าคนแบบนี้ไม่ควรได้รับคะแนนเท่าๆกับเราครับ อันนี้คือข้อเสนอแนะครับ รับไว้พิจารณาด้วยนะครับ ขอบคุณครับ,Negative
ผมคิดว่าวิชานี้ควรเรียนต่อจาก Math3 เลยครับ ไม่ควรมาเรียนช่วงปี4 อยากให้ลองพิจารณาเผื่อรุ่นน้องเรื่องการปรับ Flowchart แล้วเพิ่มวิชานี้เข้าไปด้วยครับ,Negative
ผมคิดว่าเว็บที่อาจารย์ ยน่าจะหาเว็บที่ให้เด็กทำlabออนไลน์ น่าจะหาเว็บที่ดีกว่านี้ครับ เพราะว่าตัวเว็ปมีปัญหาบ่อย และจำกัดการใช้งาน แล้วก็บางเรื่องเด็กก็ไม่สะดวกหรือทำไม่ได้จริงๆ อาจารย์น่าจะรับฟังเด็กมากกว่านี้หน่อยครับ แล้วก็เวลาทำข้อสอบและการบ้านน่าจะมีระบบที่ดีกว่านี้ครับ เพราะบางทีมันก็เปลืองกระดาษครับ ไหนจะชีทที่ต้องปริ้นมาเรียนอีก คนไม่มีไอแพดก็เสียตังเพิ่มเยอะอยู่ครับ อยากให้อาจารย์ ยลองเอาไปปรับดูครับ เพราะช่วงนี้เศรษฐกิจก็ไม่ค่อยดีด้วยครับ อยากให้อาจารย์ ยเห็นในเด็กมากกว่านี้หน่อยครับ แล้วก็บางทีบางเรื่องทำไม่ได้ก็คือไม่ได้อ่ะครับ การกดดันเด็กบางทีก็ไม่ได้ช่วยให้เขาทำได้ครับ อาจจะทำให้เขาเกลียดเรื่องนั้นไปเลยก็ได้ ยังไงผมก็อยากให้อาจารย์ ยลองเอาไปพิจารณานะครับ,Negative
ผมคิดว่าอาจารย์ควรจะมีการแนะนำการเรียนการสอนบ้างในแต่ล่ะคาบผมคิดว่าน่าจะดีกว่าการให้ดูคลิปรุ่นพี่ครับอาจารย์,Negative
ผมคิดว่าอาจารย์ควรจะมีความรับผิดชอบ และจริยธรรมในการสอนให้มากกว่านี้นะครับ ไม่อย่างนั้นแล้วผมคิดว่าอาจารย์จะมีหน้าที่มาสอนทำไมละครับ? อาจารย์ควรจะปรับปรุงในส่วนของนิสัยทางนี้นะครับ ในส่วนผู้ช่วยสอนผมคิดว่าสามารถสอนได้ดีกว่าอาจารย์อีกนะครับ ผมคิดว่าผู้ช่วยสอนมีดีแล้วหละครับ ถ้าอาจารย์ยังคงเดิมนิสัยแบบนี้อีก อาจารย์จะไม่เป็นที่เชื่อถือในหมู่ของนักศึกษานะครับ หวังว่าอาจารย์จะเก็บรับเรื่องนี้ไปคิดพิจารณานะครับ ขอบคุณครับ,Negative
ผมคิดว่าอาจารย์เป็นคนที่เก่งและมีความสามมารถมาก แต่ เพียงเพศสภาพของผมไม่ถูกใจอาจารย์หรือเปล่า อาจารย์จึงควบคุมอารมณ์ไม่ถูกกับเพศชายทุกครั้ง ที่นักศึกษาชายตอบไม่ได้ หรือทำอะไรไม่ถูกใจ แต่ตรงกันข้ามกับนักศึกษาที่ทีเพศสภาพเป็นผู้หญิง อาจารย์กลับพูดดี เห็นอกเห็นใจ จึงอยากให้อาจารึพิจารณาตัวเองในกรณีด้วยครับ ขอบคุณครับ,Negative
ผมคิดว่าอาจารย์ไม่ควรลดรูปสูตรให้นักศึกษาครับ เพราะจะทำให้นักศึกษาไม่ได้เข้าใจจริงๆ ว่าสูตรมีที่มาอย่างไร เช่นTRmin ที่ไปหา cruise velocity ผมลองถามๆเพื่อนหลายคนที่อ่านด้วยกันดู พวกเขาก็ไม่เข้าใจว่าเพราะมาจากการที่เครื่องบินบินด้วยความเร็วคงที่ Vcruise เลยเท่ากับdrag อะไรประมาณนี้ครับอาจารย์,Negative
ผมคิดว่าอาจารย์ให้ข้อสอบเยอะไปครับ ,Negative
ผมคิดว่าอาจารย์อาจารย์ไม่น่าเช็คชื่อนักศึกษาทุกคาบนะครับ ผมคิดว่าควรจะให้นักศึกษาตัดสินใจเองนะครับว่าจะเข้าเรียนหรือไม่เข้าเรียน เพราะทุกคนควรมีสิทธิ์เลือกทางของตัวเอง แล้วอีกอย่างอาจารย์มาสอนนะครับ ไม่ใช่เข้ามาดูถูกเด็ก ไม่ใช่เด็กทุกคนนะครับที่จะเอาคำดูถูกมาพัฒนาตัวเอง อยากให้พิจารณาการสอนของอาจารย์ด้วยนะครับว่าเหมาะสมรึเปล่า,Negative
ผมจะตายเอาครับ,Negative
ผมจะให้คะแนนประเมิน เหมือนที่อาจารย์ให้คะแนนสอบมิดเทอมพวกผม เด็กต้องเขียนคำนวณให้เหมือนเฉลยเป๊ะๆถึงได้คะแนนหรอครับ,Negative
ผมทราบจุดูประสงค์ของอาจารย์ดีครับว่าต้องการให้เรามีความสามารถด้านภาษา ซึ่งผมยอมรับได้ แต่ผมแค่ไม่เข้าใจว่าทำไมนอกเวลาเรียนเราต้องดูคลิปสอน ถ้าสมมติว่าการที่อาจารย์สอนแล้วมันเข้าใจผมก็คิดว่าการสอนนอกเหนือจากคาบเป็นเรื่องดี แต่ในกรณีนี้ ผมไม่เข้าใจในคาบที่อาจารย์สอนเลย นอกคาบที่สอนเป็นไทยผมก็ไม่ได้ว่างตลอด ต้องงานที่บ้านต้องช่วย มีเรียนเสริมวิชาอื่น สิ่งที่จะทำให้ผมได้ความรู้คือนอกคาบที่อาจารย์สอนครับ กับให้เพื่อนสอน ในคาบเรียนกับวีดีโอที่อาจารย์ทำมา ผมได้ความรู้น้อยมาก แต่ผมไม่ได้บอกว่าเป็นความผิดของอาจารย์ มันเป็นความด้อยความสามารถของผมเองที่ไม่สามารถเข้าใจเนื้อหาที่อาจารย์สื่อให้ ถ้าสิ่งที่ผมอยากแนะนำคือ อยากให้อาจารย์รับฟังนักศึกษามากขึ้น ยืมคอมพิวเตอร์โน๊ตบุ๊คจากมหาวิทยาลัยมันไม่สามารถทำได้ครับ มันมีแค่ไม่กี่ดครื่องแล้ววันที่อาจารย์ส่งลิ้งมามันก็ไม่เหลือให้ยืมแล้ว การสอบก็เช่นกัน บางคนเขาไม่มีห้องส่วนตัวอยู่กับเพื่อน การที่ต้องยืมห้องคนอื่นเพื่อสอบ หรือการให้คนที่อยู่ในห้องออกไปอยู่ที่อื่นในสถานการณ์โควิดแบบนี้ บอกตามตรงครับมันไม่ได้ และไม่คุ้มมากๆ ถ้าซีเรียสเรื่องการโกง อาจารย์ก็ควรหาวิธีการแก้ไขมากกว่าที่จะมาขอให้นักศึกษาซื้อนู้น ซื้อนี้ ซึ่งเราก็พยายามหาให้ ฉะนั้นอาจารย์ก็ควรหาอุปกรณ์การสอนเช่น iPads หรือ เมาส์ปากกา ที่สามารถเขียนสูตรทางเคมี หรือสูตรทางคณิตศาสตร์ ให้มันมีประสิทธิภาพมากกว่านี้ครับ ส่วนเรื่องการจัดสอบ ผมเป็นคนนึงที่ตั้งใจมาเก็บคะแนนเรื่อง balance แต่อาจารย์กลับเอาไว้ท้ายสุด และไม่สามารถสลับข้อไปทำได้ สำหรับผมมันแย่ครับไม่ได้วัดอะไรนอกจากความฉลาดครับ ผมแค่พยายามทำในส่วนที่ผมทำได้แต่ผมกลับไม่ได้ทำมันเลยแม้แต่นิดเดียว  ,Negative
ผมทราบมาว่าอาจารย์หลายๆท่าน อณุญาตให้นักศึกษาไปเข้าเรียนร่วมกับ section อื่นๆหากต้องการทบทวนหรือไม่สามารถเข้าเรียนในวันเเละเวลาของ section ตัวเองได้ ทว่าในบางครั้ง ห้องเรียนหรือบทเรียนที่ระบุในตารางสอนของอาจารย์ที่แนบมาใน google classroom ตั้งแต่ต้นเทอม ก็ไม่ได้ระบุห้องเรียนที่ตรงกับความเป็นจริง ดังนั้น ผมจึงอยากเรียนให้อาจารย์ผู้สอน อัพเดตห้องเรียน หรือ บทเรียนที่เปลี่ยนไปใน classroom หากมีการเปลี่ยนแปลงไปจากตารางที่ลงไว้ครั้งแรกครับ อาจทำเป็นลิงค์ google sheet ไว้ หรืออะไรก็ตามที่อัพเดตได้ตลอดเวลา หรืออะไรทำนองนี้ก็ได้ครับ ขอบคุณครับ,Negative
ผมนึกว่าเรียน วิศวกรรม สาขา ออกเเบบภาพยนตร์,Negative
ผมแนะนำให้ซื้อไมค์ใหม่ครับเสียงจี่ดังมากผมเรียนแล้วไม่มีสมาธิครับ,Negative
ผมเป็นส่วนน้อยครับ ที่เรียนไม่รู้เรื่อง ต้องคอยถามเพื่อนว่าโจทย์ทำยังไง หาข้อมูลด้วยตนเอง พอสอบมิดเทอมก็ได้น้อย ไม่รู้จะเกร็งตรงไหน ยากครับอาจารย์,Negative
ผมพูดจากใจจริงผมอยากให้อาจารย์มาสอนผู้ชายแล้วเลิกไปสอนแต่ ผ.หญิงครับ แล้วช่วยเป็นคนสอนที่ดีด้วยครับโรงเรียน จ้างมาสอนนะครับไม่ใช่ให้มาดูหญิงครับ แล้วกรุณาช่วยตรวจงานทุกคนดีดีไม่ใช่ดีกลับผูหญิงนะครับ ผมไม่ได้ทำงานไม่ดีแต่เป็นคนสอนที่ไม่มาสอยแล้วถึงเวลามาว่าว่าทำงานไม่ดีแต่ไม่เคยสอนแล้วผมจะทำงานดีให้ได้ยังไงครับ แล้วช่วยมาให้เร็วขึ้นด้วยนะครับ แล้วเวลาดูช่วยดูงานให้ครบด้วยครับ ขอบคุณครับ,Negative
ผมมองว่าข้อสอบที่อาจารย์ออกเมื่อเทียบกับเนื้อหาที่สอนแล้วค่อนข้างจะถามเรื่องพื้นฐานครับ น่าจะเจาะลึกในการถามในข้อสอบกว่านี้ครับ,Negative
"ผมมองว่าในเนื้อหารายวิชา การบ้าน หรือข้อสอบ
ข่าวด้านอื่นๆนอกจากการเมืองสามารถที่จะวิเคราะห์เชิงสร้างสรรค์ได้มากกว่านะครับและจะเป็นผลดีต่อการประกอบอาชีพในสายวิทย์ หรือ วิศวะในอนาคตครับ ยกตัวอย่างเช่น 
ข่าวด้านเทคโนโลยีต่างๆ สุขภาพ การแพทย์ วิศวกรรม 
รบกวนปรับเนื้อหารูปแบบใหม่ด้วยครับ
ขอบคุณครับ
",Negative
ผมมองว่าบางครั้งอาจารย์ให้คิดเอง ซึ่งบางครั้งอาจจะยากเกินไปหน่อย เเละ การลงบอร์ดผมไม่เคยทำ(มาจาก ม.6 ซึงจะเสียโอกาศมากกว่าเด็กใน)ซึงควรจะให้ทำเเค่ในซอฟเเวร์ดีกว่า ,Negative
"ผมมอยากจะรู้ว่าเนื้อหาที่สอนเนี่ยมันตรงกับวิชาจริงๆหรอครับ มันสมควรจะเป็นเรื่องอื่นมากกว่านะคับ 
",Negative
"ผมไม่ค่อยเข้าใจ ตอนอาจารย์ถามว่าติดตรงไหนมั้ยเเต่ผมไม่เข้าใจเยอะ เลยไม่กล้าถามกลัวเพื่อนไปช้า เเต่อาจารย์ใจดีมาก
ผมเสียใจมากตอนsecผมคุยกันทำให้อาจารย์เสียความรู้สึก ขอโทษด้วยครับ เเต่ผมรับรู้ถึงความหวังดีของอาจารย์ครับ ขอบคุณมากครับอาจารย์",Negative
ผมไม่ค่อยโอเคลักษณะการสอนของอาจารย์แสนสดเนื่องจากเป็นการสอนที่ไม่สามารถทำให้นักศึกษาเข้าใจถึงเนื้อหาที่ควรให้ความสำคัญหรือเรื่องที่ควรโฟกัสเรื่องจากสไลด์ในการสอดของอาจารย์มีเนื้อหาที่ค้นข้างเยอะมาก พูดง่ายๆคือเราต้องอ่านตรงไหน ตรงไหนสำคัญ ตรงไหนใช้งานจริง มันคือเหมือนไปเรียนทั้งๆที่ไม่รู้อะไรเลย ขนาดผมตั้งใจแล้วก็ยังไม่ทราบเลยว่าเรื่องสำคัญคืออะไรอ่ะครับ,Negative
ผมไม่ชอบเคมี;-;,Negative
ผมไม่ได้ต่อสายตรงมาครับ ไม่ค่อยเข้าใจเลย,Negative
ผมไม่ได้สอบฟังคะแนนจะไก้เกรดเท่าไรกันนะ ม่าย,Negative
ผมไม่ต้องลงเรียนพิเศษเพราะอาจารย์เลยครับ รักอาจารย์ครับ,Negative
ผมไม่ถนัดสอบทีละคาบเลยครับอาจารย์ แต่โดยรวมแล้วโอเคเลยครับ ขอบคุณมากครับ,Negative
ผมไม่ทัน,Negative
ผมไม่อยากดูยูทูปครับผมอยากให้สอนมากกว่า,Negative
ผมยอมรับเลยนะว่าอาจารย์มีความท้าทายสูงมากหมายถึงการบ้านที่ให้ส่งแต่ล่ะสัปดาห์แล้วก็การวางแผนในกลุ่มทำได้ด้วยดี แต่ติดตรงนักเรียนบางคนทีพยามศึกษาแล้วอยากจะดูซ้ำกลับไม่มีให้ดูก็เลยทำให้ต้องรีบให้เร็วก่อนทีจะลืมว่าขั้นนั้นมีอะไร,Negative
ผมรับไม่ได้และไม่เชื่อครับว่าผมจะสอบกลางภาคได้แค่37.5,Negative
ผมรู้สึกว่าการที่สั่งการบ้านให้เด็กทำแล้วไม่ให้เฉลย ให้เด็กเทียบกันเอง มันไม่ช่วยให้เด็กได้คำตอบและวิธีทำที่ถูกต้อง คำอธิบายการบ้านและการเปลี่ยนตัวเลขแย่เกินไป การอธิบายเนื้อหาของอาจารย์โดยการวงในสไลด์ที่ให้มา ทำให้เข้าใจและมองภาพตามได้ยากขึ้น เวลาที่ให้ในการทำข้อสอบไม่สัมพันธ์กับคำถามที่ให้มาในบางข้อ(เวลาน้อยเกินไป) การสอนในบางเรื่องสอนวิธีนึงแต่ตอนสอบให้ทำอีกวิธีนึงมันแปลกๆนะครับ,Negative
ผมรู้สึกว่างานมินิโปรเจกต์ของอาจารย์ที่ต้องมีการสอบปฎิบัติโดยจะไม่ให้ได้ของกลุ่มตัวเองไม่ค่อยเหมาะสมเท่าไหร่ เพราะหลายๆอุปกรณ์อาจารย์ไม่ได้สอนในคาบและหลายกลุ่มต้องใช้เวลาในการทำงานเยอะกว่ากลุ่มอื่นเพราะอุปกรณ์ดังกล่าวไม่ได้ถูกสอนในคาบส่วนนึง,Negative
ผมรู้สึกว่าระบบการสอนแบบนี้มันไม่แฟร์ต่อตัวนักศึกษา เนื่องจากตอนเวลาสอนคุณสอนและให้ทำการบ้านบนโปรแกรมExcel แต่ตอนสอบคุณให้คิดมือ ซึ่งมันวัดอะไรไม่ได้ ทำไมพวกอาจารย์ถึงไม่ให้เด็กไปสอบที่ห้องคอม จะได้วัดไปเลยว่าเด็กทำได้จริงไหม อีกทั้งในชีวิตจริงคงไม่มีใครมานั่งคิดมือแบบนี้ ใครๆก็ใช้Excelกันทั้งนั้น เพราะขนาดตัวอาจารย์เองตอนคิดมือก็ยังทำผิดเลย รบกวนช่วยพิจารณารูปแบบการสอบใหม่ด้วย,Negative
ผมเรียน plc ไม่รู้เรื่องเลยครับ,Negative
ผมเรียนกับอาจารย์ได้ความรู้เกี่ยวกับการเขียนโค้ดเยอะเลยครับ แต่อยากให้อาจารย์สอนช้าๆหน่อย หรือไม่ก็อัดคลิปไว้ เพราะบ้างทีนักเรียนไม่ได้สนใจหรือขาดสมาธิ ทำให้ในบางจุดจะไม่เข้าใจในโปรแกรมที่สอน ,Negative
ผมเรียนกับอาจารย์นครับ ขออนุญาตฝากคอมเม้นท์ไปนิดนึงนะครับ ส่วนตัวผมคิดว่า ในข้อสอบมีถามเรื่องการขับร้องหลายข้อเลยครับ ซึ่งในห้องเรียนมีการสอนทฤษฎีในการขับร้องน้อยมากเพราะส่วนใหญ่เป็นการปฏิบัติเกือบจะ100% ถัดมาเป็นตอนเลือกโจทย์เพลงยากๆอะครับ อย่างเพลงลูกกรุง น่าจะมีไกด์ไลน์บอกเยอะๆเลยครับ ระหว่างความแตกต่างของแนวเพลง เพราะเด็กๆรุ่นใหม่ๆไม่ค่อยรู้จักเพลงแนวนี้ และเลือกเพลงผิดประเภทกันทุกเซคชั่นครับ อย่างเช่น เลือกเพลงสุนทราภรณ์มาร้องในโจทย์เพลงลูกกรุง เลือกเพลงสตริงยุค80 มาร้อง  สุดท้ายครับ อยากให้วิชานี้มี3หน่วยกิตครับ เพราะข้อสอบตึงจาดดด 5555555,Negative
ผมเรียนไม่รู้เลยครับ หลับตลอด สอบทีสติแทบหลุดจากร่าง,Negative
ผมเรียนอยู่แขนงและมันไม่น่าเกี่ยวกับอนาคตของผมเท่าไหร ผมเลยคิดว่าอาจารย์สอนลึกมากเกินไปครับ คือมันยากมากและสมองผมตามไม่ทัน,Negative
ผมว่าการเจอคนโกงเเล้วเหมารวมทั้ง class มันดูไม่เเฟร์ไปหน่อยครับ,Negative
ผมว่าการประเมิณของอาจารย์ยังไม่ดีพอ เช่นการปรับคะแนนเก็บจาก 30 เป็น 40 คะแนน ซึ่งคะแนนมาจากการเขียน Essay ซึ่งหัวข้อไม่ได้เกี่ยวกับรายวิชา และทำให้คะแนนสอบเหลือ 60 คะแนน  ซึ่งผมมองว่า 60 คะแนนนั้นไไม่สามารถประเมิณนักศึกษา จากความรู้ความเข้าใจในเนื้อหาของรายวิชาได้เพียงพอ ,Negative
ผมว่าการสอนของอาจารย์ก็โอเคเลยนะครับสอนดีเลยแหละครับ แต่การพูดของอาจารย์ผมไม่ค่อยโอเคเลยจริงๆ เหมือนชอบพูดแดกดันเด็ก ประจารบ้างอะไรบ้าง ถ้าอาจารย์ปรับปรุงตรงนี้ได้หรือลดให้น้อยลงได้จะดีมากๆเลยตรับ รักนะครับ <3,Negative
ผมว่าการสอบท่าในบางท่าควรง่ายกว่านี้ครับยกตัวอย่างเช่นท่า หกกบ ผมทำไม่ได้จริงๆ,Negative
ผมว่าการสื่อสารของผมกับอาจารย์ไม่ค่อยตรงกันนะครับ ทำให้ผมต้องพลาดการสอบไป,Negative
ผมว่าการให้เนื้อหาในชีทที่สอนผิดเป็นการดัดหลังคนไม่เข้าเรียนออกจะเกินไปหน่อยครับ,Negative
ผมว่าควรเพิ่มเวลาในการสอบนะคับ เวลาน้อยมากไม่มีเวลาได้คิดไตร่ตรองเลย,Negative
"ผมว่าควรมีเทคนิคง่ายๆเพื่อให้  นักศึกษา เข้าใจง่าย
กระทัดรัดนำไปสอบได้  การรู้ลึกรู้จริงก็เป็นเรื่องที่ดีแต่การสอนเทคนิคให้  นักศึกษาเอาไปใช้สอบได้ก็จะดีกว่าดีกว่ารู้แล้วเอาไปใช้ไม่เป็น  ระวังเรื่องคำพูดมีครั้งหนึ่งที่อาจารย์พูดว่า
“คนที่ฉลาดก็จะมองแล้วคิดออกเลย”
แปลว่าคนที่มองไม่ออกคือโง่หรอครับ  อันนี้ผมก็ไม่รู้นะอาจารย์ไม่ได้บอกแต่ก็  มันก็ส่อไปแนวนั้นได้
ขอบคุณที่รับฟังครับ",Negative
"ผมว่าควรลงโทษพวกเรียนออนไลน์จะดีมาก
ทำให้เสียเวลากับคนออนไลน์มากเกินไป",Negative
ผมว่าควรสอบเปิดตำราแบบดูทฤดีได้แต่ถามแนวคิดวิเคราะห์ครับน่าจะจำไปใช้จริงได้ดีกว่า,Negative
ผมว่าตอนครูอธิบายที่มามันนานไปหน่อยทำให้นักเรียนง่วงครูควรเข้าเนื้อหาให้เร็วที่่สุด,Negative
ผมว่าตอนสอบเนื้อหาก็เยอะอยู่ดีนะครับแบบปรับลดอีกหน่อยได้มั้ยครับ ผมอ่านกี่รอบก็ปวดหัว 5555,Negative
ผมว่าถ้าอาจารย์สั่งงานเล็กๆอาจารย์ควรทำให้ส่งใน GG Classroom นะครับผมเห็นอาจารย์ถืองานเเล้วดูลำบาก อีกทั้งยังสามารถให้ผมเช็คงานตัวเองด้วยว่าต้องทำอะไรส่งบ้าง,Negative
"ผมว่านะครับอาจารย์ อาจารย์ควรพูดให้น้อยกว่านี้ครับ เพราะเวลาทำงานแล้วพวกผมไม่มีสมาธิกันเลย แล้วสิ่งที่อาจารย์สอนช่วงแรกๆอ่ะครับ ไม่สอดคล้องกับเนื้อหาเลยนะครับ ทำไปแล้วรู้สึกไม่ได้อะไรเลย เหมือนแค่ให้ลอกงานเฉยๆ แต่ก็ยังดีที่ภายหลังโปรแกรม Eagle มาให้ก็โอเคครับ แล้วที่ว่าพวกผมอวดฉลาดหรือร้อนวิชาอ่ะครับ ผมไม่ได้อวดหรือร้อนวิชานะครับ คืออาจารย์ไม่ได้บอกเองว่าห้ามทำ ผมก็ไม่รู้ไงแล้วก็มาว่าผม แล้วพอว่าติพวกผมเสร็จก็เหมือนมาอวดรวยใส่ผมต่อ คือไรครับ ไม่เข้าใจ แล้วก็มาขู่ว่าจะสั่งงาน,สอนให้หนักๆ ???? ผมทำไรผิดครับ ขอบคุณครับ ",Negative
ผมว่าเนื้อหาการสอบกลางภาคค่อนข้างยาก,Negative
ผมว่ามันค่อนข้างชัดเจนแล้วนะครับว่าอาจารย์คนนี้ไม่ประสบความสำเร็จในการสอนและยังมีเรื่องนิสัยต่างๆด้วยนะครับแถมหลักสูตรที่ให้ตัดท่อเหล็กด้วยเลื่อยพันท่อด้วยเชือกทั้งๆที่มีเทปพันเกลียวผมค่อนข้างไม่เข้าใจความคิดของเขามากๆ,Negative
ผมว่าไม่ควรถามตอบเพื่อเก็บคะแนนในห้องเรียนครับ เพราะว่าบุคลิกภาพของบางคนไม่เหมือนกัน บางคนที่ขี้อายก็ไม่กล้าตอบ บางคนที่กล้าแสดงออกก็ตอบ ผมจึงมีความคิดเห็นว่าเกิดความเหลื่อมล้ำ ณ จุดๆนี้,Negative
ผมว่าแลปฟิสิกส์มันน่าจะดีกว่านี้ได้อีกนะครับ,Negative
ผมว่าวิธีการจี้ถามนักศึกษาซ้ำๆจนกว่าจะได้คำตอบมันกดดันมากๆและพาให้ไม่อยากเรียนสุดๆเลยครับ,Negative
ผมว่าสอบยากไปหน่อยครับ,Negative
ผมว่าห้องที่สอนแถวหน้ามอง สไลด์ยากนะครับ(606)เอาห้องแลคเชอร์ปกติดีกว่า สอบยากเกิ้น 555 อย่างลืมไปฟังเพลงที่ผมเขียนให้ในข้อสอบนะครับ 555,Negative
ผมว่าอาจอาจจะสอนเร็วไปครับ กลุ่มพวกผมยังหัวช้าอยู่ ดูคลิปที่อาจารย์ให้ดูก็เข้าใจยากไปหน่อย,Negative
ผมว่าอาจารย์ควรสอนให้ช้าลงหน่อยนะครับ,Negative
ผมว่าอาจารย์พูดเบาไปหน่อยครับในบางครั้ง อาจจะเป็นเพราะด้วยตัวอุปกรณ์ในห้องด้วย อยากให้ลองปรับในเรื่องนี้ครับ แล้วก็อยากให้อาจารย์ลดความเร็วในการสอนลงนิดนึงครับ,Negative
ผมสงสัยว่าอาจารย์อยากให้เข้าใจที่อาจารย์สอนหรือเปล่าครับ ทำไมถึงให้ฟังไปจดไป คือลำพังแค่ฟังแล้วคิดตามยังยากเลยครับ ผมทำได้แค่จดตามอย่างเดียว ซึ่งไม่มีความเข้าใจในเนื้อหาเลย อยากให้ปรับปรุงทางด้านนี้,Negative
ผมอยากแข่งงานพิชชิ่งแยกครับ เขาใจตอนต้นวิชาว่าแข่งกันภายในวิชาเฉยๆ และไม่รวมคะแนน แต่ปรากฏว่ามีคะแนนพิจารณา และทีมผมเป็นทีมเฉพาะกิจ แต่ละคนเลยไม่ได้มีใจอยากจะแข่งหรือทำผลงานให้แข่งได้ เลยเสียใจนิดหน่อยครับที่ทำไม่เต็มที่ ,Negative
ผมอยากจะติแค่เรื่องตอนสอบที่อาจารย์กว่าจะออกมาชี้แจงเวลาสอบ ซึ่งอาจารย์บอกว่าสอบตั้งแต่ บ่ายถึงบ่ายสองครึ่ง แต่อยู่ๆอาจารย์เพิ่งจะมาแจ้งว่าสอบ 45 นาที ซึ่งยังดีที่ผมทำข้อสอบทัน แต่บางคนเข้าใจว่า ชั่วโมงครึ่ง,Negative
ผมอยากได้ตัวอยากโจทย์ที่มากกว่านี้ครับเพราะตอนที่อ่านหนังสือเตรียมตัวสอบผมมีความต้องการแหล่งโจทย์เพื่อฝึกทำข้อสอบครับการสอนอาจารเป็นคนที่สอนเข้าใจมากๆครับแต่ขาดโจทย์ที่หลากหลายในนักศึกษาครับขอบคุณครับ,Negative
ผมอยากฝากอาจารย์บอกหัวหน้าภาควิชาหน่อยครับว่า assignment ให้ทำเยอะขนาดนั้นได้ครั้งละ 2.5% ผมว่ามันน้อยเกินไปน่าจะปรับให้จำนวนข้อให้น้อยลงหรือให้คะแนนเป็นครั้งละ 5% ก็ได้ครับถ้า 8 ข้อใหญ่แล้วข้อย่อยเป็นล้านแถมทำยาวขนาดนั้น ฝากด้วยนะครับสู้ๆครับ อยากให้รุ่นน้องได้คะแนนเป็นธรรมมากกว่านี้นิดนึง รู้สึกทำเยอะแต่ได้คะแนนน้อย,Negative
ผมอยากเรียนในห้องมากกว่าครับ เรียนออนไลน์ผมตามไม่ค่อยทันหลุดง่ายมาก ถ้าได้เรียนในห้องจะมีสมาธิมากกว่านี้ครับ,Negative
ผมอยากเรียนเป็นภาษาไทยครับ,Negative
ผมอยากเสนอเรื่องเวลาการเช็คชื่อครับ เข้าใจว่าก็ต้องคำนวณเวลาให้ถูก แต่บางครั้งมันอาจจะคำนวณได้ไม่ถูกในทุกๆครั้ง อยากให้อาจารย์เลทการเช็คชื่อ 5-10นาทีก็ดีครับ,Negative
ผมอยากให้ อ ลองเปลี่ยนรูปแบบการจัดกลุ่มทำงานครับ การที่ให้ นศ จับกลุ่มกันเองมันก็อาจจะมีทั้งข้อดีข้อเสียผมอยากให้มองว่า นศ ที่ได้รับผลเสียจากการจับกลุ่มกันเองมันค่อนข้างหนักครับ การที่เพื่อนไม่ได้สนใจงานไม่ช่วยงานทำงานอยู่คนเดียวมันค่อนข้างลำบากมากๆเลยครับ ยิ่งเป็นเพื่อนกันความเกรงใจก็ยิ่งไม่มี ทุกครั้งที่เห็นงานที่ออกมาหรือโดนคอมเมนต์มันรู้สึกแย่มากๆเลยครับ พยายามแค่ไหนก็ไม่ได้ทำให้กลุ่มดีขึ้นมาเลย ผมเลยมองว่าการที่ให้ อ จับกลุ่มให้น่าจะเป็นตัวเลือกที่ดีมากกว่านะครับ ขอบคุณมากครับ,Negative
ผมอยากให้ อจ. เข้าใจเด็กบ้างว่า เรื่องตัวอย่างปัญหาวิจัย เด็กที่ไม่สามารถทำเรื่องที่ตัวเองเรียนมาได้ถนัด แล้วยังต้องแย่งหัวข้อกับห้องอื่นอีก มันทำให้ นศ ทำได้ไม่เต็มที่และไม่ถูกต้อง ทำให้ อจ เกิดคำถามขึ้นมาว่า ทำไม Sec นี้ทำผิดเยอะ เพราะมันหลากหลายไม่พอ อยากให้อาจารย์ เปิดใจยอมรับ คำศัทพ์เทคนิคบ้าง เพราะบางคำใช้ในการค้นหาข้อมูลยากมากๆ แล้วบางคำก็ไม่สละสลวย ส่วนการสอนผมค่อนข้างชอบนะครับ สอนการคิด สอนให้รู้จักการประยุกต์ใช้ ขอโทษ อาจารย์ด้วยนะครับ ที่พิมพ์คำเสนอแนะอาจจะแรงเกินไป แต่ผมรักและเคารพ อาจารย์มากๆนะครับ,Negative
ผมอยากให้การบ้านมีเฉลยครบครับ จะได้รู้ว่าทำถูกต้องไหม ที่เหลือดีหมดเลยครับผม,Negative
